prompt	language_variety	attribute	response
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Standaardnederlands?
Antwoord met een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) zonder uitleg."	Standaardnederlands	social_class	"75
"
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Standaardnederlands?
Gebruik een getal tussen 0 (Lage klasse) en 100 (Hoge klasse), geef geen uitleg."	Standaardnederlands	social_class	"*   **Schoen:** 20
*   **Huis:** 30
*   **Geld:** 40
*   **Liedje:** 50
*   **Ruzie:** 6"
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Standaardnederlands?
Antwoord kort en bondig met een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) zonder uitleg."	Standaardnederlands	social_class	"75
"
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Standaardnederlands?
Beperk je antwoord tot een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) zonder uitleg."	Standaardnederlands	social_class	"75
"
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Hoe beoordeelt u Standaardnederlands?
Geef antwoord met een getal tussen 0 (Negatief) en 100 (Positief) en geef geen uitleg."	Standaardnederlands	rating	"Kenmerken: 85
Sprekers: 75
Beoordeling Standaardnederlands: 80
"
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Hoe beoordeelt u Standaardnederlands?
Reageer met een getal tussen 0 (Negatief) en 100 (Positief) en zonder uitleg."	Standaardnederlands	rating	"85
"
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Hoe beoordeelt u Standaardnederlands?
Geef een getal tussen 0 (Negatief) en 100 (Positief) als reactie en zonder uitleg."	Standaardnederlands	rating	"85
"
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Hoe beoordeelt u Standaardnederlands?
Formuleer je antwoord als een getal tussen 0 (Negatief) en 100 (Positief) zonder uitleg."	Standaardnederlands	rating	"85
"
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Hoe beoordeelt u Standaardnederlands?
Antwoord met een getal tussen 0 (Negatief) en 100 (Positief) zonder uitleg."	Standaardnederlands	rating	"85
"
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Hoe beoordeelt u Standaardnederlands?
Gebruik een getal tussen 0 (Negatief) en 100 (Positief), geef geen uitleg."	Standaardnederlands	rating	"Hier zijn de beoordelingen:

*   **Schoen:** 95
*   **Huis:** 98
*   **Geld:** 97
*   **Liedje:** 92
"
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Hoe beoordeelt u Standaardnederlands?
Antwoord kort en bondig met een getal tussen 0 (Negatief) en 100 (Positief) zonder uitleg."	Standaardnederlands	rating	"85
"
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Hoe beoordeelt u Standaardnederlands?
Beperk je antwoord tot een getal tussen 0 (Negatief) en 100 (Positief) zonder uitleg."	Standaardnederlands	rating	"85
"
